locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3475377	YP_001460029.1	157162711	57075	3423779	3424177	+	EcHS_A3422	EcHS_A3422	hypothetical protein (RefSeq)	COG3105	S	Uncharacterized protein conserved in bacteria					
3475378	YP_001460030.1	157162712	57075	3424331	3425698	+	EcHS_A3423	degQ	serine peptidase DegQ (RefSeq)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02037 protease Do	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
3475379	YP_001460031.1	157162713	57075	3425788	3426855	+	EcHS_A3424	degS	periplasmic serine peptidase DegS (RefSeq)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02038 periplasmic serine peptidase DegS [degS]	Regulatory functions:Protein interactions	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
3475380	YP_001460032.1	157162714	57075	3427856	3426918	-	EcHS_A3425	mdh	malate dehydrogenase, NAD-dependent (RefSeq)	COG39	C	Malate/lactate dehydrogenases	TIGR01772 malate dehydrogenase, NAD-dependent [mdh]	Energy metabolism:TCA cycle	GO:0006096,GO:0006108,GO:0030060	1.1.1.37	Malate dehydrogenase.
3475381	YP_001460033.1	157162715	57075	3428291	3428761	+	EcHS_A3426	argR	arginine repressor (RefSeq)	COG1438	K	Arginine repressor	TIGR01529 arginine repressor [argR]	Regulatory functions:DNA interactions	GO:0006355,GO:0003700		
3475382	YP_001460034.1	157162716	57075	3429126	3429389	+	EcHS_A3427	ycfR	protein YcfR (RefSeq)								
3475383	YP_001460035.1	157162717	57075	3429717	3429445	-	EcHS_A3428	EcHS_A3428	hypothetical protein (RefSeq)	COG2732	K	Barstar, RNAse (barnase) inhibitor					
3475384	YP_001460036.1	157162718	57075	3431776	3429809	-	EcHS_A3429	aaeB	p-hydroxybenzoic acid efflux pump subunit aaeB (RefSeq)	COG1289	S	Predicted membrane protein					
3475385	YP_001460037.1	157162719	57075	3432714	3431782	-	EcHS_A3430	aaeA	p-hydroxybenzoic acid efflux pump subunit aaeA (RefSeq)	COG1566	V	Multidrug resistance efflux pump	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
3475386	YP_001460038.2	229220673	57075	3432925	3432722	-	EcHS_A3431	aaeX	hypothetical protein (RefSeq)								
3475387	YP_001460039.1	157162721	57075	3433108	3434037	+	EcHS_A3432	aaeR	transcriptional activator AaeR (RefSeq)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
3475388	YP_001460040.1	157162722	57075	3435616	3434171	-	EcHS_A3433	tldD	protein TldD (RefSeq)	COG312	R	Predicted Zn-dependent proteases and their inactivated homologs					
3475389			57075	3435702	3435899	+	EcHS_A3434	EcHS_A3434									
3475390	YP_001460041.1	157162723	57075	3439846	3436046	-	EcHS_A3435	EcHS_A3435	conserved hypothetical protein TIGR02099 (RefSeq)	COG3164	S	Predicted membrane protein	TIGR02099 TIGR02099 family protein	Hypothetical proteins:Conserved			
3475391	YP_001460042.1	157162724	57075	3441383	3439914	-	EcHS_A3436	cafA	ribonuclease G (RefSeq)	COG1530	J	Ribonucleases G and E	TIGR00757 ribonuclease, Rne/Rng family	Transcription:Degradation of RNA	GO:0006396,GO:0005737,GO:0003723,GO:0004540	3.1.26.-,3.1.4.-	,
3475392	YP_001460043.1	157162725	57075	3441966	3441373	-	EcHS_A3437	maf1	septum formation protein Maf (RefSeq)	COG424	D	Nucleotide-binding protein implicated in inhibition of septum formation	TIGR00172 septum formation protein Maf [maf]	Cellular processes:Cell division			
3475393	YP_001460044.1	157162726	57075	3442463	3441975	-	EcHS_A3438	lytS	rod shape-determining protein MreD (RefSeq)	COG2891	M	Cell shape-determining protein	TIGR03426 rod shape-determining protein MreD [mreD]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0008360,GO:0016021	2.7.3.-	
3475394	YP_001460045.1	157162727	57075	3443566	3442463	-	EcHS_A3439	mreC	rod shape-determining protein MreC (RefSeq)	COG1792	M	Cell shape-determining protein	TIGR00219 rod shape-determining protein MreC [mreC]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0008360		
3475395	YP_001460046.1	157162728	57075	3444675	3443632	-	EcHS_A3440	mreB	rod shape-determining protein MreB (RefSeq)	COG1077	D	Actin-like ATPase involved in cell morphogenesis	TIGR00904 cell shape determining protein, MreB/Mrl family	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0000902,GO:0005524		
3475396	YP_001460047.1	157162729	57075	3444783	3444971	+	EcHS_A3441	EcHS_A3441	hypothetical protein (RefSeq)								
3475397	YP_001460048.1	157162730	57075	3446920	3444980	-	EcHS_A3442	EcHS_A3442	cyclic diguanylate phosphodiesterase (EAL) domain (RefSeq)	COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0007242,GO:0009190,GO:0016849		
3475398	YP_001460049.1	157162731	57075	3447072	3448046	+	EcHS_A3443	EcHS_A3443	quinone oxidoreductase, YhdH family (RefSeq)	COG604	CR	NADPH:quinone reductase and related Zn-dependent oxidoreductases	TIGR02823 putative quinone oxidoreductase, YhdH/YhfP family	Unknown function:Enzymes of unknown specificity	GO:0006118,GO:0006810,GO:0005215,GO:0016491,GO:0008270		
3475399	YP_001460050.1	157162732	57075	3448083	3448913	+	EcHS_A3444	EcHS_A3444	hypothetical protein (RefSeq)								
3475400	YP_001460051.1	157162733	57075	3448931	3449029	+	EcHS_A3445	EcHS_A3445	hypothetical protein (RefSeq)								
3475401	YP_001460052.1	157162734	57075	3449138	3449206	+	EcHS_A3446	EcHS_A3446	hypothetical protein (RefSeq)								
3475402	YP_001460053.1	157162735	57075	3449779	3450249	+	EcHS_A3447	accB	acetyl-CoA carboxylase, biotin carboxyl carrier protein (RefSeq)	COG511	I	Biotin carboxyl carrier protein	TIGR00531 acetyl-CoA carboxylase, biotin carboxyl carrier protein [accB]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989,GO:0009374		
3475403	YP_001460054.1	157162736	57075	3450260	3451609	+	EcHS_A3448	accC	acetyl-CoA carboxylase, biotin carboxylase (RefSeq)	COG439	I	Biotin carboxylase	TIGR00514 acetyl-CoA carboxylase, biotin carboxylase subunit [accC]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0008152,GO:0009343,GO:0003989,GO:0004075,GO:0009374,GO:0005524,GO:0016874	6.3.4.14,6.4.1.2	Biotin carboxylase.,Acetyl-CoA carboxylase.
3475404	YP_001460055.1	157162737	57075	3451718	3451960	+	EcHS_A3449	EcHS_A3449	hypothetical protein (RefSeq)	COG3924	S	Predicted membrane protein					
3475405	YP_001460056.1	157162738	57075	3451950	3453401	+	EcHS_A3450	panF	sodium/pantothenate symporter (RefSeq)	COG4145	H	Na+/panthothenate symporter	TIGR00813 transporter, solute:sodium symporter (SSS) family,TIGR02119 sodium/pantothenate symporter [panF]	Transport and binding proteins:Other	GO:0006814,GO:0015887,GO:0009276,GO:0016021,GO:0015081,GO:0031402,GO:0015233		
3475406	YP_001460057.1	157162739	57075	3453413	3454294	+	EcHS_A3451	prmA	ribosomal protein L11 methyltransferase (RefSeq)	COG2264	J	Ribosomal protein L11 methylase	TIGR00406 ribosomal protein L11 methyltransferase [prmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006479,GO:0005737,GO:0008276	2.1.1.-	
3475407	YP_001460058.1	157162740	57075	3454359	3454451	+	EcHS_A3452	EcHS_A3452	hypothetical protein (RefSeq)								
3475408	YP_001460059.1	157162741	57075	3454623	3455588	+	EcHS_A3453	dusB	tRNA-dihydrouridine synthase B (RefSeq)	COG42	J	tRNA-dihydrouridine synthase	TIGR00737 putative TIM-barrel protein, nifR3 family	Unknown function:General	GO:0008033,GO:0016491,GO:0050660	1.-.-.-	
3475409	YP_001460060.1	157162742	57075	3455614	3455910	+	EcHS_A3454	fis	DNA-binding protein Fis (RefSeq)	COG2901	KL	Factor for inversion stimulation Fis, transcriptional activator			GO:0006355,GO:0003700,GO:0004654	2.7.7.8	Polyribonucleotide nucleotidyltransferase.
3475410	YP_001460061.1	157162743	57075	3455996	3456880	+	EcHS_A3455	EcHS_A3455	DNA methylase, N4/N6-methyltransferase family (RefSeq)	COG863	L	DNA modification methylase			GO:0006306,GO:0003677,GO:0008170,GO:0009007	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).
3475411	YP_001460062.1	157162744	57075	3456937	3457143	+	EcHS_A3456	EcHS_A3456	hypothetical protein (RefSeq)								
3475412	YP_001460063.1	157162745	57075	3457808	3457146	-	EcHS_A3457	EcHS_A3457	putative transcriptional regulator EnvR (RefSeq)	COG1309	K	Transcriptional regulator			GO:0006355,GO:0016481,GO:0003700,GO:0016566		
3475413	YP_001460064.1	157162746	57075	3458207	3459364	+	EcHS_A3458	acrE	acriflavine resistance protein E (RefSeq)	COG845	M	Membrane-fusion protein	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
3475414	YP_001460065.1	157162747	57075	3459376	3462480	+	EcHS_A3459	acrF	acriflavine resistance protein F (RefSeq)	COG841	V	Cation/multidrug efflux pump	TIGR00915 RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0016021,GO:0005215		
3475415	YP_001460066.1	157162748	57075	3462733	3462954	+	EcHS_A3460	EcHS_A3460	putative lipoprotein (RefSeq)								
3475416	YP_001460067.1	157162749	57075	3463180	3463356	+	EcHS_A3461	EcHS_A3461	hypothetical protein (RefSeq)								
3475417	YP_001460068.1	157162750	57075	3463385	3464410	+	EcHS_A3462	EcHS_A3462	amino acid ABC transporter, periplasmic amino acid-binding protein (RefSeq)	COG834	ET	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain			GO:0006810,GO:0030288,GO:0005215		
3475418	YP_001460069.1	157162751	57075	3464478	3465659	+	EcHS_A3463	EcHS_A3463	amino acid ABC transporter, permease protein, His/Glu/Gln/Arg/opine family (RefSeq)	COG4597	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
3475419			57075	3465669	3466771	+	EcHS_A3464	EcHS_A3464									
3475420	YP_001460070.1	157162752	57075	3466779	3467537	+	EcHS_A3466	EcHS_A3466	amino acid ABC transporter, ATP-binding protein (RefSeq)	COG1126	E	ABC-type polar amino acid transport system, ATPase component			GO:0005524,GO:0016887	3.6.3.-	
3475421			57075	3467883	3467768	-	EcHS_A4782	rrf	5S ribosomal RNA (RefSeq)								
3475422			57075	3467999	3467922	-	EcHS_A4702	EcHS_A4702	tRNA-Thr (RefSeq)								
3475423			57075	3468128	3468013	-	EcHS_A4783	rrf	5S ribosomal RNA (RefSeq)								
3475424			57075	3471126	3468223	-	EcHS_A4784	rrl	23S ribosomal RNA (RefSeq)								
3475425			57075	3471377	3471300	-	EcHS_A4703	EcHS_A4703	tRNA-Ala (RefSeq)								
3475426			57075	3471495	3471419	-	EcHS_A4704	EcHS_A4704	tRNA-Ile (RefSeq)								
3475427			57075	3473105	3471564	-	EcHS_A4785	rrs	16S ribosomal RNA (RefSeq)								
3475428	YP_001460071.1	157162753	57075	3473363	3474133	+	EcHS_A3473	EcHS_A3473	hypothetical protein (RefSeq)	COG663	R	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily			GO:0008415,GO:0016740		
3475429	YP_001460072.1	157162754	57075	3474366	3474109	-	EcHS_A3474	EcHS_A3474	hypothetical protein (RefSeq)								
3475430	YP_001460073.1	157162755	57075	3475181	3474363	-	EcHS_A3475	aroE	shikimate 5-dehydrogenase (RefSeq)	COG169	E	Shikimate 5-dehydrogenase	TIGR00507 shikimate 5-dehydrogenase [aroE]	Amino acid biosynthesis:Aromatic amino acid family	GO:0005737,GO:0004764,GO:0050661	1.1.1.25	Shikimate dehydrogenase.
3475431	YP_001460074.1	157162756	57075	3475803	3475186	-	EcHS_A3476	EcHS_A3476	Sua5/YciO/YrdC/YwlC family protein (RefSeq)	COG9	J	Putative translation factor (SUA5)					
3475432	YP_001460075.1	157162757	57075	3476305	3475763	-	EcHS_A3477	EcHS_A3477	topoisomerase DNA-binding C4 zinc finger domain protein (RefSeq)	COG551	L	Zn-finger domain associated with topoisomerase type I			GO:0006268,GO:0006265,GO:0005694,GO:0003917		
3475433	YP_001460076.1	157162758	57075	3476807	3476334	-	EcHS_A3478	smg	protein Smg (RefSeq)	COG2922	S	Uncharacterized protein conserved in bacteria					
3475434	YP_001460077.1	157162759	57075	3477903	3476779	-	EcHS_A3479	dprA	DNA protecting protein DprA (RefSeq)	COG758	LU	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake	TIGR00732 DNA protecting protein DprA [dprA]	Cellular processes:DNA transformation	GO:0009294		
3475435	YP_001460078.1	157162760	57075	3478033	3478542	+	EcHS_A3480	def	peptide deformylase (RefSeq)	COG242	J	N-formylmethionyl-tRNA deformylase	TIGR00079 peptide deformylase [def]	Protein fate:Protein modification and repair	GO:0006412,GO:0005506,GO:0042586	3.5.1.88	Peptide deformylase.
3475436	YP_001460079.1	157162761	57075	3478557	3479504	+	EcHS_A3481	fmt	methionyl-tRNA formyltransferase (RefSeq)	COG223	J	Methionyl-tRNA formyltransferase	TIGR00460 methionyl-tRNA formyltransferase [fmt]	Protein synthesis:tRNA aminoacylation	GO:0006412,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
3475437	YP_001460080.1	157162762	57075	3479550	3480839	+	EcHS_A3482	rsmB	ribosomal RNA small subunit methyltransferase B (RefSeq)	COG144	J	tRNA and rRNA cytosine-C5-methylases	TIGR00563 ribosomal RNA small subunit methyltransferase B [sun]	Protein synthesis:tRNA and rRNA base modification	GO:0006355,GO:0006364,GO:0003723,GO:0008649	2.1.1.-	
3475438	YP_001460081.1	157162763	57075	3480861	3482237	+	EcHS_A3483	trkA	Trk system potassium uptake protein TrkA (RefSeq)	COG569	P	K+ transport systems, NAD-binding component			GO:0006118,GO:0006813,GO:0005737,GO:0004764,GO:0008324		
3475439	YP_001460082.1	157162764	57075	3482367	3482777	+	EcHS_A3484	mscL	large conductance mechanosensitive channel protein (RefSeq)	COG1970	M	Large-conductance mechanosensitive channel	TIGR00220 large conductance mechanosensitive channel protein [mscL]	Cellular processes:Adaptations to atypical conditions	GO:0006810,GO:0016020,GO:0005216		
3475440	YP_001460083.1	157162765	57075	3482992	3482774	-	EcHS_A3485	EcHS_A3485	hypothetical protein (RefSeq)	COG3036	S	Uncharacterized protein conserved in bacteria					
3475441	YP_001460084.1	157162766	57075	3483473	3483048	-	EcHS_A3486	zntR	Zn(II)-responsive transcriptional regulator (RefSeq)	COG789	K	Predicted transcriptional regulators	TIGR02043 Zn(II)-responsive transcriptional regulator [zntR]	Regulatory functions:DNA interactions	GO:0006355,GO:0005634,GO:0000166,GO:0003700		
3475442	YP_001460085.1	157162767	57075	3483852	3483484	-	EcHS_A3487	EcHS_A3487	hypothetical protein (RefSeq)								
3475443	YP_001460086.1	157162768	57075	3484342	3483959	-	EcHS_A3488	rplQ	ribosomal protein L17 (RefSeq)	COG203	J	Ribosomal protein L17	TIGR00059 ribosomal protein L17 [rplQ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475444	YP_001460087.1	157162769	57075	3485372	3484383	-	EcHS_A3489	rpoA	DNA-directed RNA polymerase, alpha subunit (RefSeq)	COG202	K	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	TIGR02027 DNA-directed RNA polymerase, alpha subunit [rpoA]	Transcription:DNA-dependent RNA polymerase	GO:0006351,GO:0003677,GO:0003902,GO:0003899,GO:0003900,GO:0046983,GO:0003901	2.7.7.6	DNA-directed RNA polymerase.
3475445	YP_001460088.1	157162770	57075	3486018	3485398	-	EcHS_A3490	rpsD	ribosomal protein S4 (RefSeq)	COG522	J	Ribosomal protein S4 and related proteins	TIGR01017 ribosomal protein S4 [rpsD]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735,GO:0050380,GO:0019843	3.6.1.27	Undecaprenyl-diphosphatase.
3475446	YP_001460089.1	157162771	57075	3486441	3486052	-	EcHS_A3491	rpsK	ribosomal protein S11 (RefSeq)	COG100	J	Ribosomal protein S11	TIGR03632 30S ribosomal protein S11 [rpsK]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475447	YP_001460090.1	157162772	57075	3486814	3486458	-	EcHS_A3492	rpsM	ribosomal protein S13p (RefSeq)	COG99	J	Ribosomal protein S13	TIGR03631 30S ribosomal protein S13 [rpsM]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0016491,GO:0003735		
3475448	YP_001460091.1	157162773	57075	3487077	3486961	-	EcHS_A3493	rpmJ1	ribosomal protein L36 (RefSeq)	COG257	J	Ribosomal protein L36	TIGR01022 ribosomal protein L36 [rpmJ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475449	YP_001460092.1	157162774	57075	3488440	3487109	-	EcHS_A3494	secY	preprotein translocase, SecY subunit (RefSeq)	COG201	U	Preprotein translocase subunit SecY	TIGR00967 preprotein translocase, SecY subunit [secY]	Protein fate:Protein and peptide secretion and trafficking	GO:0009306,GO:0016020,GO:0015450		
3475450	YP_001460093.1	157162775	57075	3488882	3488448	-	EcHS_A3495	rplO	ribosomal protein L15 (RefSeq)	COG200	J	Ribosomal protein L15	TIGR01071 ribosomal protein L15 [rplO]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
3475451	YP_001460094.1	157162776	57075	3489065	3488886	-	EcHS_A3496	rpmD	ribosomal protein L30 (RefSeq)	COG1841	J	Ribosomal protein L30/L7E	TIGR01308 ribosomal protein L30 [rpmD]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
3475452	YP_001460095.1	157162777	57075	3489572	3489069	-	EcHS_A3497	rpsE	ribosomal protein S5 (RefSeq)	COG98	J	Ribosomal protein S5	TIGR01021 ribosomal protein S5 [rpsE]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003723,GO:0003735		
3475453	YP_001460096.1	157162778	57075	3489940	3489587	-	EcHS_A3498	rplR	ribosomal protein L18 (RefSeq)	COG256	J	Ribosomal protein L18	TIGR00060 ribosomal protein L18 [rplR]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0006355,GO:0005840,GO:0003700,GO:0003735		
3475454	YP_001460097.1	157162779	57075	3490483	3489950	-	EcHS_A3499	rplF	ribosomal protein L6 (RefSeq)	COG97	J	Ribosomal protein L6P/L9E	TIGR03654 ribosomal protein L6 [rplF]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475455	YP_001460098.1	157162780	57075	3490888	3490496	-	EcHS_A3500	rpsH	ribosomal protein S8 (RefSeq)	COG96	J	Ribosomal protein S8			GO:0006412,GO:0005840,GO:0003735		
3475456	YP_001460099.1	157162781	57075	3491227	3490922	-	EcHS_A3501	rpsN	ribosomal protein S14p (RefSeq)	COG199	J	Ribosomal protein S14			GO:0006412,GO:0005840,GO:0003735		
3475457	YP_001460100.1	157162782	57075	3491781	3491242	-	EcHS_A3502	rplE	ribosomal protein L5 (RefSeq)	COG94	J	Ribosomal protein L5			GO:0006412,GO:0005840,GO:0003735		
3475458	YP_001460101.1	157162783	57075	3492110	3491796	-	EcHS_A3503	rplX	ribosomal protein L24 (RefSeq)	COG198	J	Ribosomal protein L24	TIGR01079 ribosomal protein L24 [rplX]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475459	YP_001460102.1	157162784	57075	3492492	3492121	-	EcHS_A3504	rplN	ribosomal protein L14 (RefSeq)	COG93	J	Ribosomal protein L14	TIGR01067 ribosomal protein L14 [rplN]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
3475460	YP_001460103.1	157162785	57075	3492911	3492657	-	EcHS_A3505	rpsQ	ribosomal protein S17 (RefSeq)	COG186	J	Ribosomal protein S17	TIGR03635 30S ribosomal protein S17 [rpsQ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475461	YP_001460104.1	157162786	57075	3493102	3492911	-	EcHS_A3506	rpmC	ribosomal protein L29 (RefSeq)	COG255	J	Ribosomal protein L29	TIGR00012 ribosomal protein L29 [rpmC]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475462	YP_001460105.1	157162787	57075	3493512	3493102	-	EcHS_A3507	rplP	ribosomal protein L16 (RefSeq)	COG197	J	Ribosomal protein L16/L10E	TIGR01164 ribosomal protein L16 [rplP]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475463	YP_001460106.1	157162788	57075	3494226	3493525	-	EcHS_A3508	rpsC	ribosomal protein S3 (RefSeq)	COG92	J	Ribosomal protein S3	TIGR01009 ribosomal protein S3 [rpsC]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735,GO:0003723		
3475464	YP_001460107.1	157162789	57075	3494576	3494244	-	EcHS_A3509	rplV	ribosomal protein L22 (RefSeq)	COG91	J	Ribosomal protein L22	TIGR01044 ribosomal protein L22 [rplV]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
3475465	YP_001460108.1	157162790	57075	3494869	3494591	-	EcHS_A3510	rpsS	ribosomal protein S19 (RefSeq)	COG185	J	Ribosomal protein S19	TIGR01050 ribosomal protein S19 [rpsS]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3475466	YP_001460109.1	157162791	57075	3495707	3494886	-	EcHS_A3511	rplB	ribosomal protein L2 (RefSeq)	COG90	J	Ribosomal protein L2	TIGR01171 ribosomal protein L2 [rplB]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003723,GO:0016740,GO:0003735		
3475467	YP_001460110.1	157162792	57075	3496027	3495725	-	EcHS_A3512	rplW	ribosomal protein L23 (RefSeq)	COG89	J	Ribosomal protein L23			GO:0006412,GO:0005840,GO:0000166,GO:0003723,GO:0003735		
3475468	YP_001460111.1	157162793	57075	3496629	3496024	-	EcHS_A3513	rplD	ribosomal protein L4 (RefSeq)	COG88	J	Ribosomal protein L4	TIGR03953 50S ribosomal protein L4 [rplD]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3475469	YP_001460112.1	157162794	57075	3497269	3496640	-	EcHS_A3514	rplC	ribosomal protein L3 (RefSeq)	COG87	J	Ribosomal protein L3	TIGR03625 50S ribosomal protein L3 [rplC]		GO:0006412,GO:0005840,GO:0003735		
3475470	YP_001460113.1	157162795	57075	3497613	3497302	-	EcHS_A3515	rpsJ	ribosomal protein S10 (RefSeq)	COG51	J	Ribosomal protein S10	TIGR01049 ribosomal protein S10 [rpsJ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3475471	YP_001460114.1	157162796	57075	3498270	3497851	-	EcHS_A3516	pioO	protein pioO (RefSeq)								
3475472	YP_001460115.1	157162797	57075	3499741	3498272	-	EcHS_A3517	EcHS_A3517	putative general secretory pathway protein A (RefSeq)						GO:0008152		
3475473	YP_001460116.1	157162798	57075	3499921	3500736	+	EcHS_A3518	gspC2	general secretion pathway protein C (RefSeq)	COG3031	U	Type II secretory pathway, component PulC	TIGR01713 general secretion pathway protein C [gspC]	Protein fate:Protein and peptide secretion and trafficking	GO:0015628,GO:0015627,GO:0005515,GO:0008565		
3475474	YP_001460117.1	157162799	57075	3500708	3502672	+	EcHS_A3519	gspD1	general secretion pathway protein D (RefSeq)	COG1450	NU	Type II secretory pathway, component PulD	TIGR02517 general secretion pathway protein D [gspD]	Protein fate:Protein and peptide secretion and trafficking	GO:0015628,GO:0015627,GO:0019867,GO:0008565		
3475475	YP_001460118.1	157162800	57075	3502682	3504163	+	EcHS_A3520	gspE1	general secretory pathway protein E (RefSeq)	COG2804	NU	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB	TIGR02533 general secretory pathway protein E [gspE]	Cellular processes:Pathogenesis	GO:0006810,GO:0015628,GO:0007049,GO:0006281,GO:0005622,GO:0005634,GO:0015627,GO:0005524,GO:0017111,GO:0008565		
3475476	YP_001460119.1	157162801	57075	3504160	3505356	+	EcHS_A3521	gspF1	general secretion pathway protein F (RefSeq)	COG1459	NU	Type II secretory pathway, component PulF	TIGR02120 general secretion pathway protein F [gspF]	Protein fate:Protein and peptide secretion and trafficking	GO:0015628,GO:0015627,GO:0016020,GO:0008565		
3475477	YP_001460120.1	157162802	57075	3505366	3505803	+	EcHS_A3522	gspG1	general secretion pathway protein G (RefSeq)	COG2165	NU	Type II secretory pathway, pseudopilin PulG	TIGR01710 general secretion pathway protein G [gspG],TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Cellular processes:Pathogenesis	GO:0015628,GO:0015627,GO:0008565		
3475478	YP_001460121.1	157162803	57075	3505811	3506320	+	EcHS_A3523	gspH1	general secretion pathway protein H (RefSeq)	COG2165	NU	Type II secretory pathway, pseudopilin PulG	TIGR01708 general secretion pathway protein H [gspH],TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Cellular processes:Pathogenesis	GO:0015628,GO:0015627,GO:0008565		
3475479	YP_001460122.1	157162804	57075	3506317	3506694	+	EcHS_A3524	gspI1	general secretion pathway protein I (RefSeq)				TIGR01707 general secretion pathway protein I [gspI],TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking	GO:0015628,GO:0015627,GO:0008565		
3475480	YP_001460123.1	157162805	57075	3506687	3507274	+	EcHS_A3525	gspJ1	general secretion pathway protein J (RefSeq)	COG4795	U	Type II secretory pathway, component PulJ	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking	GO:0015628,GO:0015627,GO:0008565		
3475481	YP_001460124.1	157162806	57075	3507267	3508250	+	EcHS_A3526	gspK1	general secretion pathway protein K (RefSeq)	COG3156	U	Type II secretory pathway, component PulK			GO:0009306,GO:0016021		
3475482	YP_001460125.1	157162807	57075	3508265	3509428	+	EcHS_A3527	gspL1	general secretion pathway protein L (RefSeq)	COG3297	U	Type II secretory pathway, component PulL	TIGR01709 general secretion pathway protein L [gspL]	Protein fate:Protein and peptide secretion and trafficking	GO:0015031,GO:0009276,GO:0016021,GO:0008565		
3475483	YP_001460126.1	157162808	57075	3509401	3509886	+	EcHS_A3528	EcHS_A3528	general secretion pathway protein M (RefSeq)						GO:0006858		
